timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1734350348733,178,Loguin/actions/Catalog.action-115,200,,Carga Loguin 1-172,text,true,,4973,898,92,92,https://petstore.octoperf.com/actions/Catalog.action,177,0,0
1734350348877,33,Carga/generate_204-96,204,No Content,Carga Loguin 1-261,,true,,127,310,92,92,http://www.gstatic.com/generate_204,0,0,17
1734350348732,176,Carga/images/sm_birds.gif-107,200,,Carga Loguin 1-200,bin,true,,545,688,92,92,https://petstore.octoperf.com/images/sm_birds.gif,176,0,0
1734350348726,181,Loguin/actions/Account.action-114,200,,Carga Loguin 1-175,text,true,,4175,1266,92,92,https://petstore.octoperf.com/actions/Account.action,180,0,0
1734350348730,176,Carga/images/fish_icon.gif-104,200,,Carga Loguin 1-209,bin,true,,733,689,92,92,https://petstore.octoperf.com/images/fish_icon.gif,176,0,0
1734350348728,177,Carga/images/fish_icon.gif-104,200,,Carga Loguin 1-206,bin,true,,733,689,92,92,https://petstore.octoperf.com/images/fish_icon.gif,177,0,0
1734350348729,176,Carga/images/cats_icon.gif-105,200,,Carga Loguin 1-216,bin,true,,702,689,92,92,https://petstore.octoperf.com/images/cats_icon.gif,176,0,0
1734350348723,176,Carga/images/sm_dogs.gif-112,200,,Carga Loguin 1-192,bin,true,,600,687,92,92,https://petstore.octoperf.com/images/sm_dogs.gif,176,0,0
1734350348722,176,Carga/images/sm_reptiles.gif-109,200,,Carga Loguin 1-198,bin,true,,692,691,92,92,https://petstore.octoperf.com/images/sm_reptiles.gif,176,0,0
1734350348719,178,Carga/images/sm_cats.gif-102,200,,Carga Loguin 1-227,bin,true,,583,687,92,92,https://petstore.octoperf.com/images/sm_cats.gif,178,0,0
1734350348310,730,Carga/actions/Catalog.action-97,200,,Carga Loguin 1-249,text,true,,5664,789,90,90,https://petstore.octoperf.com/actions/Catalog.action,730,0,548
1734350348877,177,Carga/images/sm_birds.gif-107,200,,Carga Loguin 1-203,bin,true,,545,688,90,90,https://petstore.octoperf.com/images/sm_birds.gif,177,0,0
1734350348878,177,Carga/images/sm_reptiles.gif-109,200,,Carga Loguin 1-197,bin,true,,692,691,90,90,https://petstore.octoperf.com/images/sm_reptiles.gif,177,0,0
1734350348878,179,CargaLoguin/actions/Account.action;jsessionid=FB73E2EC6189136D6535597A31CEBD3E-113,200,,Carga Loguin 1-184,text,true,,4093,872,90,90,https://petstore.octoperf.com/actions/Account.action;jsessionid=FB73E2EC6189136D6535597A31CEBD3E?signonForm=,179,0,0
1734350348880,177,Carga/css/jpetstore.css-98,200,,Carga Loguin 1-239,text,true,,6268,640,90,90,https://petstore.octoperf.com/css/jpetstore.css,177,0,0
1734350349022,36,Carga/generate_204-96,204,No Content,Carga Loguin 1-264,,true,,127,310,90,90,http://www.gstatic.com/generate_204,0,0,18
1734350348880,178,Carga/images/reptiles_icon.gif-103,200,,Carga Loguin 1-235,bin,true,,963,693,90,90,https://petstore.octoperf.com/images/reptiles_icon.gif,178,0,0
1734350348881,178,Carga/images/reptiles_icon.gif-103,200,,Carga Loguin 1-231,bin,true,,963,693,90,90,https://petstore.octoperf.com/images/reptiles_icon.gif,178,0,0
1734350348881,178,CargaLoguin/actions/Account.action;jsessionid=FB73E2EC6189136D6535597A31CEBD3E-113,200,,Carga Loguin 1-180,text,true,,4097,872,90,90,https://petstore.octoperf.com/actions/Account.action;jsessionid=FB73E2EC6189136D6535597A31CEBD3E?signonForm=,178,0,0
1734350348881,178,Carga/images/sm_cats.gif-102,200,,Carga Loguin 1-230,bin,true,,583,687,90,90,https://petstore.octoperf.com/images/sm_cats.gif,178,0,0
1734350348881,178,Carga/images/reptiles_icon.gif-103,200,,Carga Loguin 1-233,bin,true,,963,693,90,90,https://petstore.octoperf.com/images/reptiles_icon.gif,178,0,0
1734350348883,177,Carga/images/sm_cats.gif-102,200,,Carga Loguin 1-229,bin,true,,583,687,90,90,https://petstore.octoperf.com/images/sm_cats.gif,177,0,0
1734350348881,183,Loguin/actions/Account.action-114,200,,Carga Loguin 1-176,text,true,,4175,1268,91,91,https://petstore.octoperf.com/actions/Account.action,183,0,0
1734350348883,181,Loguin/actions/Account.action-114,200,,Carga Loguin 1-178,text,true,,4175,1266,91,91,https://petstore.octoperf.com/actions/Account.action,181,0,0
1734350348883,181,Carga/images/sm_birds.gif-107,200,,Carga Loguin 1-201,bin,true,,545,688,91,91,https://petstore.octoperf.com/images/sm_birds.gif,181,0,0
1734350348883,181,Carga/images/sm_birds.gif-107,200,,Carga Loguin 1-202,bin,true,,545,688,91,91,https://petstore.octoperf.com/images/sm_birds.gif,181,0,0
1734350348885,180,Carga/images/sm_birds.gif-107,200,,Carga Loguin 1-204,bin,true,,545,688,91,91,https://petstore.octoperf.com/images/sm_birds.gif,180,0,0
1734350348885,181,Carga/images/reptiles_icon.gif-103,200,,Carga Loguin 1-234,bin,true,,963,693,91,91,https://petstore.octoperf.com/images/reptiles_icon.gif,181,0,0
1734350348885,181,Carga/images/sm_fish.gif-100,200,,Carga Loguin 1-246,bin,true,,565,687,91,91,https://petstore.octoperf.com/images/sm_fish.gif,181,0,0
1734350348885,181,Carga/css/jpetstore.css-98,200,,Carga Loguin 1-238,text,true,,6268,640,91,91,https://petstore.octoperf.com/css/jpetstore.css,181,0,0
1734350348887,181,Carga/images/reptiles_icon.gif-103,200,,Carga Loguin 1-232,bin,true,,963,693,91,91,https://petstore.octoperf.com/images/reptiles_icon.gif,181,0,0
1734350348887,182,Carga/css/jpetstore.css-98,200,,Carga Loguin 1-237,text,true,,6268,640,91,91,https://petstore.octoperf.com/css/jpetstore.css,182,0,0
1734350348891,182,Carga/images/sm_birds.gif-107,200,,Carga Loguin 1-196,bin,true,,545,688,91,91,https://petstore.octoperf.com/images/sm_birds.gif,182,0,0
1734350348896,177,Carga/images/cart.gif-111,200,,Carga Loguin 1-194,bin,true,,1956,684,91,91,https://petstore.octoperf.com/images/cart.gif,177,0,0
1734350348892,183,Carga/images/logo-topbar.svg-110,200,,Carga Loguin 1-181,text,true,,16590,691,91,91,https://petstore.octoperf.com/images/logo-topbar.svg,181,0,0
1734350348892,183,Carga/images/logo-topbar.svg-110,200,,Carga Loguin 1-182,text,true,,16590,691,91,91,https://petstore.octoperf.com/images/logo-topbar.svg,181,0,0
1734350348891,184,Carga/images/cats_icon.gif-105,200,,Carga Loguin 1-218,bin,true,,702,689,91,91,https://petstore.octoperf.com/images/cats_icon.gif,184,0,0
1734350348710,365,Carga/images/splash.gif-101,200,,Carga Loguin 1-217,bin,true,,36395,686,91,91,https://petstore.octoperf.com/images/splash.gif,183,0,0
